DCS-ID,SC-ID,BOARD,SLOT,SYSTEM,NAME,CAL-ID,W-CABLE,FLANGE,CHAN,X,Y,Z,COMMENT,COMMENT2
47879288806170,PT0110_ABS,,,CRYO,I4,1016,,,,,,,ABSOLUTE MBAR,
47876688336410,CE1_T,,,CE,CE1,1017,,,,,,,NP04_DCS_01:Wiener/CE_PL506_RACK4/Channel1.MeasurementTemperature,
47876688336154,CE1_I,,,CE,CE1,1018,,,,,,,NP04_DCS_01:Wiener/CE_PL506_RACK4/Channel1.MeasurementCurrent,
47876688335898,CE1_V,,,CE,CE1,1019,,,,,,,NP04_DCS_01:Wiener/CE_PL506_RACK4/Channel1.MeasurementSenseVoltage,
47876688332058,CE1_TRUEV,,,CE,CE1,1020,,,,,,,NP04_DCS_01:Wiener/CE_PL506_RACK4/Channel1.Settings.Voltage,
47876688315418,CE1_STATUS,,,CE,CE1,1021,,,,,,,NP04_DCS_01:Wiener/CE_PL506_RACK4/Channel1.Status.On,
47876705113626,CE2_T,,,CE,CE2,1022,,,,,,,NP04_DCS_01:Wiener/CE_PL506_RACK4/Channel2.MeasurementTemperature,
47876705113370,CE2_I,,,CE,CE2,1023,,,,,,,NP04_DCS_01:Wiener/CE_PL506_RACK4/Channel2.MeasurementCurrent,
47876705113114,CE2_V,,,CE,CE2,1024,,,,,,,NP04_DCS_01:Wiener/CE_PL506_RACK4/Channel2.MeasurementSenseVoltage,
47876705109274,CE2_TRUEV,,,CE,CE2,1025,,,,,,,NP04_DCS_01:Wiener/CE_PL506_RACK4/Channel2.Settings.Voltage,
47876705092634,CE2_STATUS,,,CE,CE2,1026,,,,,,,NP04_DCS_01:Wiener/CE_PL506_RACK4/Channel2.Status.On,
47876721890842,CE3_T,,,CE,CE3,1027,,,,,,,NP04_DCS_01:Wiener/CE_PL506_RACK4/Channel3.MeasurementTemperature,
47876721890586,CE3_I,,,CE,CE3,1028,,,,,,,NP04_DCS_01:Wiener/CE_PL506_RACK4/Channel3.MeasurementCurrent,
47876721890330,CE3_V,,,CE,CE3,1029,,,,,,,NP04_DCS_01:Wiener/CE_PL506_RACK4/Channel3.MeasurementSenseVoltage,
47876721886490,CE3_TRUEV,,,CE,CE3,1030,,,,,,,NP04_DCS_01:Wiener/CE_PL506_RACK4/Channel3.Settings.Voltage,
47876721869850,CE3_STATUS,,,CE,CE3,1031,,,,,,,NP04_DCS_01:Wiener/CE_PL506_RACK4/Channel3.Status.On,
47876738668058,CE4_T,,,CE,CE4,1032,,,,,,,NP04_DCS_01:Wiener/CE_PL506_RACK4/Channel4.MeasurementTemperature,
47876738667802,CE4_I,,,CE,CE4,1033,,,,,,,NP04_DCS_01:Wiener/CE_PL506_RACK4/Channel4.MeasurementCurrent,
47876738667546,CE4_V,,,CE,CE4,1034,,,,,,,NP04_DCS_01:Wiener/CE_PL506_RACK4/Channel4.MeasurementSenseVoltage,
47876738663706,CE4_TRUEV,,,CE,CE4,1035,,,,,,,NP04_DCS_01:Wiener/CE_PL506_RACK4/Channel4.Settings.Voltage,
47876738647066,CE4_STATUS,,,CE,CE4,1036,,,,,,,NP04_DCS_01:Wiener/CE_PL506_RACK4/Channel4.Status.On,
47878802266906,TT0100,,,AMBIENT,AMBIENT_T,1037,,,,,,,Ambient temperature (Celsius),
47878819044122,PT0106,,,AMBIENT,AMBIENT_P,1038,,,,,,,Ambient pressure (mbar),
47878819044122,PT0107,,,AMBIENT,AMBIENT_RH,1039,,,,,,,Ambient humifity (%),
47897777275162,LT0100,,,CRYO,LEVEL_1,1040,,,,,,,DCS Levelmeter LT0100 (mm),
47931784691994,4LT4921,,,CRYO,LEVEL_2,1041,,,,,,,CRYO LAr Level 4LT4921,
47931700805914,4CV4201,,,CRYO,VALVE_INPUT,1042,,,,,,,CRYO LAr Input Valve 4CV4201,
47931684028698,4CV4150,,,CRYO,VALVE_1,1043,,,,,,,CRYO LAr Valve 4CV4150,
47931717583130,4CV4400,,,CRYO,VALVE_2,1044,,,,,,,CRYO LAr Valve 4CV4400,
47931734360346,4CV4410,,,CRYO,VALVE_3,1045,,,,,,,CRYO LAr Valve 4CV4410,
47931751137562,4CV4415,,,CRYO,VALVE_4,1046,,,,,,,CRYO LAr Valve 4CV4415,
47931767914778,4CV4416,,,CRYO,VALVE_5,1047,,,,,,,CRYO LAr Valve 4CV4416,
47931801469210,4PDT4500,,,CRYO,PUMP_PRES,1048,,,,,,,Recirculation pump differential pressure 4PDT4500,
48019361759514,4FT4592,,,CRYO,PUMP_FLOW,1049,,,,,,,Recirculation pump flow 4FT4592,
47897324290330,4PDT4915,,,CRYO,LAR_PRESS1,1050,,,,,,,CRYO LAr 4PDT4915 (mbar),
47931818246426,4PDT4925,,,CRYO,LAR_PRESS2,1051,,,,,,,CRYO LAr 4PDT4925 (mbar),
